Song,Artist,Album,Lyrics
"""Nauna Na Kitang Mahalin""",Erik Santos,No Album,"

Nababagabag ka't
Tagni-tagni pa rin pananampalataya mo sa akin
Nagsisiksikan din
Sa puso mo ang 'yong mga agam-agam

Di mo na nga makuhang pag-abutin pa
Ang iyong takbo at hininga
May nalilimutan ka
Paaalala ko lamang sa'yo

Nauna na kitang mahalin
Nauna na kitang mahalin
Malaon ko na ring itinakda
Na ikaw ay mapapasaakin
Ikaw man ay pabaling-baling
At kabilanin man pag-ibig mo't pansin
Hinding-hindi kita lilisanin
'Pagkat nauna na kitang mahalin

Nababahala ka pihong may sinisingil akong bayad
Sa sala mo
Magkaiba nga ba ang awa ko at aking katarungan
Ay kung gayon malaon na dapat kitang
Pinaubaya sa dilim
May napapansin ka ba
Inilayo nga ba kita sa akin

Nauna na kitang mahalin
Nauna na kitang mahalin
Malaon ko na ring itinakda
Na ikaw ay mapapasaakin
Ikaw man ay pabaling-baling
At kabilanin man pag-ibig mo't pansin
Hinding-hindi ka lilisanin
'Pagkat nauna na kitang mahalin

Nauna na kitang mahalin
Nauna na kitang mahalin
Malaon ko na ring itinakda
Na ikaw ay mapapasaakin
Ikaw man ay pabaling-baling
At kabilanin man pag-ibig mo't pansin
Hinding-hindi ka lilisanin
'Pagkat nauna na kitang mahalin

Nauna na kitang mahalin
"
"""Nothing's Gonna Change My Love For You""",Erik Santos,No Album,"

If I had to live my life without you near me
The days would all be empty
The nights would seem so long
With you I see forever, oh, so clearly
I might have been in love before
But it never felt this strong

Our dreams are young and we both know
They'll take us where we want to go
Hold me now, touch me now
I don't want to live without you

Nothing's gonna change my love for you
You oughta know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love
Nothing's gonna change my love for you
You oughta know by now how much I love you
The world may change my whole life through
But nothing's gonna change my love for you

If the road ahead is not so easy
Our love will lead the way for us
Like a guiding star
I'll be there for you if you should need me
You don't have to change a thing
I love you just the way you are

So come with me and share the view
I'll help you see forever too
Hold me now, touch me now
I don't want to live without you

Nothing's gonna change my love for you
You oughta know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love
Nothing's gonna change my love for you
You oughta know by now how much I love you
The world may change my whole life through
But nothing's gonna change my love for you

Nothing's gonna change my love for you
You oughta know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love
Nothing's gonna change my love for you
You oughta know by now how much I love you
The world may change my whole life through
But nothing's gonna change my love for you

Nothing's gonna change my love for you
You oughta know by now how much I love you
One thing you can be sure of
I'll never ask for more than your love
Nothing's gonna change my love for you
You oughta know by now how much I love you
The world may change my whole life through
But nothing's gonna change my love for you

Nothing's gonna change my love for you
"
"""Our Christmas Prayer""",Erik Santos,No Album,"

Christmas has come, a new day has dawned
In our lives, our great hope is born
Christmas is now, we welcome the morn
In our hearts, in our midst, our Saviour is born

Lord, make us your manger to rest
Make us your solace for the oppressed
Make us your calm amidst the noise
Make us your truth, the living voice

Christmas has come, a new day has dawned
In our lives, our great hope is born
Christmas is now, we welcome the morn
In our hearts, in our midst, our Saviour is born

Lord, make us your beckoning star
Make us your presence never afar
Make us your healing to all the pains
Make us your home, the heaven's reign

Christmas has come, a new day has dawned
In our lives, our great hope is born
Christmas is now, we welcome the morn
In our hearts, in our midst, our Saviour is born

Lord, make us long and lasting peace
Make us your reason for wars to cease
Make us your hand that reaches out
Make us what love is all about

Christmas has come, a new day has dawned
In our lives, our great hope is born
Christmas is now, we welcome the morn
In our hearts, in our midst, our Saviour is born

Christmas is for taking and thanking
It is for breaking and giving
"
"""Paano Ba Ang Magmahal""",Erik Santos,No Album,"

Heto na naman ako
Nag-aabang ng bago sa istorya ko
Paulit-ulit na lang
Paulit-ulit na lang

Heto na naman ako
Tinitignan sa'n nagkamali ang puso ko
Parang walang katapusan
Walang katapusan

Kahit pilitin pa'ng sarili
Ibigin ka, mali
Ako'y mali (Ako'y mali)
Ako'y mali

Paano ba ang magmahal
Palagi bang nasasaktan
Umiiyak na lang palagi
Gusto ko nang lumisan
Paano ba ang magmahal
Kailangan bang nasasaktan
Lagi na lang, di maaari
Ngunit ayaw lumisan

Heto na naman ako
Parang hindi nadadala ang puso ko
Kahit nasusugatan
Aking ipaglalaban

Kahit pilitin pa'ng sarili
Ibigin ka, mali
Parang mali (Parang mali)
Parang mali

Paano ba ang magmahal
Palagi bang nasasaktan
Umiiyak na lang palagi
Gusto ko nang lumisan
Paano ba ang magmahal
Kailangan bang nasasaktan
Lagi na lang, di maaari
Ngunit ayaw lumisan

Kailan ba, ang tamang panahon
Kailan ba, magkakataong
Malaya na ang puso mo
At puso ko

Paano ba ang magmahal
Palagi bang nasasaktan
Umiiyak na lang palagi
Gusto ko nang lumisan
Paano ba ang magmahal
Kailangan bang nasasaktan
Lagi na lang, di maaari
Ngunit ayaw lumisan
Paano ba ang magmahal
Umiiyak na lang palagi
Lagi na lang, di maaari
Ngunit ayaw lumisan
"
"""Pangarap Na Ikaw""",Erik Santos,No Album,"

Sabi nila kay tagal kong nangarap
Makilala ang siyang magbibigay saya
Sa puso kong bigo
Sa buhay kong malabo

Ngayon ako'y napagbigyan
Isang nilalang na magsisilbing tahanan
Ang tunay kong kapalaran
Sagot sa aking dasal
Ang aking mahal

Pangarap na ikaw
Sa araw-araw ay matanaw
Pangarap na ikaw
Nagsisilbing tanglaw

Wala nang ako
Lahat ngayo'y pana'y tayo
Ang salitang ikaw
Ngayo'y abot tanaw

Ngayon ako na ay iyo
Asahan pagibig ko ay hindi magbabago
Kailanman ay totoo
Ang ikaw na panaginip isa nang katotohanan

Pangarap na ikaw
Sa araw-araw ay matanaw
Pangarap na ikaw
Nagsisilbing tanglaw

Sa ating pagharap sa bukas na pangarap
Kalungkuta'y nagwakas sa pagibig na wagas

Pangarap na ikaw
Sa araw-araw ay matanaw
Pangarap na ikaw
Nagsisilbing tanglaw

Wala nang ako
Lahat ngayo'y pana'y tayo
Ang salitang ikaw
Ngayo'y abot tanaw

Pangarap na ikaw 
Habambuhay kong mahal
"
"""Sagot Sa Aking Dasal""",Erik Santos,No Album,"

Hindi ko napansin
Ang mga oras
Ang layo na pala ng ating nilakbay
Sunog ang kilay
Sa pagsisikap
'Di hinayaang maligaw at matangay
Ng ingay, at gulo, mga sabi sabi
Ng mga taong 'di naniniwala
Kana, kaliwa 'di bumaling baling
Tumutok sa bantay kong tala

Ang buhay ko ay isang sagot
Sagot sa aking dasal
At ng mga luhang sinigaw
At dininig ng Maykapal
Ang bawat lubak at bawat hadlang
Na buong tapang kong nalampasan
Ang buhay ko ay isang sagot
Sagot sa aking dasal

Salamat Ama
Na 'di mo binitawan
Naglagay ng mga tao na
Magbibigay ng kalakasan
Mga pintong nakasara
Bumukas 'di ko mawari
Imposibleng naganap
Kapang arihan ng 'yong labi

Ang buhay ko ay isang sagot
Sagot sa aking dasal
At ng mga luhang sinigaw
At dininig ng Maykapal
Ang bawat lubak at bawat hadlang
Na buong tapang kong nalampasan
Ang buhay ko ay isang sagot
Sagot sa aking dasal

At 'di pa tapos
Ang mga kabanata
Patuloy akong
Sayo'y magtitiwala
Sayo'y magtitiwala

Ang buhay ko ay isang sagot
Sagot sa aking dasal
At ng mga luhang sinigaw
At dininig ng Maykapal
Ang bawat lubak at bawat hadlang
Na buong tapang kong nalampasan
Ang buhay ko ay isang sagot
Sagot sa aking dasal

Sagot sa aking dasal
Sagot sa aking dasal
"
"""Sigaw Ng Puso""",Erik Santos,No Album,"

Hipuin mo panginoon
Ang puso kong nagdaramdam
Ikaw ama ang may alam
Kung ako ma'y nasasaktan
Sa gitna ng mga luha
At hirap ng kalooban
Pag-asa ko at tiwala
Ika'y Diyos na mapagmahal

Alaala sa tuwina ang alam mo'y di ko alam
Ang isip mo ay mas higit kaysa aking kaisipan
Ang nakikita mo'y 'di ko nababanaagan
At ikaw ang may hawak ng buhay at kalakasan

Sinisigaw ng puso ko purihin ka aming ama
Sa iyo ako nanghahawak sa hirap man o ginhawa
Tulungan mo lamang ako, lahat aking mababata
Mananatiling lingkod mo hanggang sa walang hanggan

Hiling ko lang panginoon huwag mo akong iiwanan
Dahil 'di ko makakaya kung ako ay mag-isa lamang
Ang awa mo, aking ama ang higit kong kailangan
Upang ako ay mahango sa labis na kalungkutan

Sinisigaw ng puso ko purihin ka aming ama
Sa iyo ako nanghahawak sa hirap man o ginhawa
Tulungan mo lamang ako, lahat aking mababata
Mananatiling lingkod mo hanggang sa walang hanggan

Sinisigaw ng puso ko purihin ka aming ama
Sa iyo ako nanghahawak sa hirap man o ginhawa
Tulungan mo lamang ako, lahat aking mababata
Mananatiling lingkod mo hanggang sa walang hanggan
Mananatiling lingkod mo hanggang sa walang hanggan
"
"""Suddenly It's Magic""",Erik Santos,No Album,"

I always thought I would be strong
If I made it through the pain
I've been in and out of love
And it all hurts just the same
Love can really change your life
There's somethin' magic in my world tonight

I feel so free, it's like a fantasy
Havin' you next to me
Suddenly it's magic
One look, one touch
Words just won't say enough
When you fall in love
Suddenly, suddenly it's magic

I'm not afraid of letting go
I've got to find what's right for me
I'm not afraid to stand alone
If that's the way it has to be
After all that I've been through
There's magic when I'm hear with you

I feel, so free, it's like a fantasy
Havin' you next to me
Suddenly it's magic
One look, one touch
Words just won't say enough
When you fall in love
Suddenly, suddenly it's magic

We can dream our dream forever
When I'm here with you, baby
Heaven's a heartbeat away
Now that we're together
Love could last forever
There's magic in my life
When I'm with you, you...

I feel so free, it's like a fantasy
Havin' you next to me
Suddenly it's magic
One look, one touch
Words just don't say enough
When you fall in love
Suddenly, suddenly it's magic

When you fall in love
Suddenly it's magic
"
"""Uuwi Ka Rin""",Erik Santos,No Album,"

Nasa airport ka pa lang, ang iniisip nila, ""Kailan ka babalik sa Pilipinas?""
Sa gitna ng Golden Gate at maging sa Disney Land, iniisp mo pa rin ang Pilipinas
Kay ganda ng Eiffel Tower, at ng famous Mountain Bridge, at maging ang Teloseryo? sa Roma
Ano mang Uji sa Japan, kahit saan pa man, uuwi pa rin sa sariling bayan

Saan mang sulok ng daigdig ka mapunta
Uuwi ka rin sa bayan mong sinta
Uuwi ka rin
Uuwi ka rin
Uuwi ka rin sa Pilipinas

Kahit saan ka mapunta
Uuwi ka pa rin sinta
Uuwi ka rin
Uuwi sa Pilipinas

Nasa Hongkong ka pa man, prontaryo? sa Australia, kailan ka babalik sa Pilipinas?
Sa desyerto ng Dubai, sa Qatar, at sa Saudi Arabia, iniisip mo pa rin ang Pilipinas
Sa Chicago at sa New York, sa kinang ng Hollywood, sa anino ng Great Wall of China
Sa Singapore at sa Taiwan, kahit saan pa man, uuwi pa rin sa sariling bayan

Saan mang sulok ng daigdig ka mapunta
Uuwi ka rin sa bayan mong sinta
Uuwi ka rin
Uuwi ka rin

At dan dawin ka man? laing jay Pilipinas
Bisan asa ka muadto, muuli ka gihapon
Uuwi ka rin
Uuwi sa Pilipinas

Tunay ngang there's no place like home
Take me back sa Pilipinas ngayon

Saan man sulok ng daigdig ka mapunta
Uuwi ka rin sa bayan mong sinta
Uuwi ka rin
Uuwi ka rin
Mauli ka man dira ray sa Pilipinas
Diyan ka rin ka mapunta muuli ka muling muli ka?

Uuwi ka rin
Uuwi ka rin sa Pilipinas

Uuwi ka rin
Uuwi ka rin
Uuwi ka rin sa Pilipinas

Kahit saan ka mapunta
Uuwi ka pa rin sinta
Uuwi ka rin sa Pilipinas
"
"""Walang Hanggang Paalam""",Erik Santos,No Album,"

'Di ba tayo'y narito
Upang maging malaya
At upang palayain ang iba
Ako'y walang hinihiling
Ika'y tila ganoon din
Sadya'y palayain ang isa't-isa

Ang pagibig natin ay
Walang hanggang paalam
At habang magkalayo
Papalapit pa rin ang puso
Kahit na magkahiwalay
Tayo'y magkasama
Sa magkabilang dulo ng mundo

Ang bawat simula ay
Siya ring katapusan
May patutunguhan ba
Ang ating pagsinta
Sa biglang tingin
Kita'y walang kinabukasan
Subalit di-malupig ang pag-asa

Ang pagibig natin ay
Walang hanggang paalam
At habang magkalayo
Papalapit pa rin ang puso
Kahit na magkahiwalay
Tayo'y magkasama
Sa magkabilang dulo ng mundo

Ang pagibig natin ay
Walang hanggang paalam
At habang magkalayo
Papalapit pa rin ang puso
Kahit na magkahiwalay
Tayo'y magkasama
Sa magkabilang dulo ng mundo
Sa magkabilang dulo ng mundo oh
"
"""You Are My Song""",Erik Santos,No Album,"

You are the song
Playing so softly in my heart
I reach for you
You seem so near
And yet so far
I hope and I pray
You'll be with me someday
I know down inside
That you are mine
And I'm your true love
Or am I dreaming?

How can I
Each time I try to say goodbye
You were there
You look my way and touch the sky
We can share tomorrow and forevermore
I'll be there
To love you so
You are my song

I know for sure
That we were meant to fall in love
I look in your eyes
I know what you're thinking of
I try not to say
The words that might just scare you away
I know down inside
That you are mine and I'm your true love
Please, no more dreaming

How can I
Each time I try to say goodbye
You were there
You look my way and touch the sky
We can share tomorrow and forevermore
I'll be there
To love you so
You are my song

Maybe we can last until forever
And I know that we can make it through
With you in my heart, in my soul, you're my love
You are my song

You are my song

We can share tomorrow and forevermore
I'll be there
To love you so
You are my song
"
