Song,Artist,Album,Lyrics
"""Tell Nobody""",Moira Dela Torre,"""Knots""","

Tell no, tell nobody
Tell no, tell nobody
Tell no, tell nobody

You said we'd last forever
But here we are again
It's like breathing underwater
I think we've reached the end

We did our best to keep the lights on
But our love was way past due
Half of me is on the front lawn
Other half I left to you

We did our best to keep the lights on
But our love was way past due
Half of me is on the front lawn
The other half I left to you

Bend and break
What's left to take?
I don't know what else to say
(I don't know what else to say)
Nothing really stayed the same
(Nothing really stayed the same)
Bend and break
What's left to take?
I don't know what else to say
(I don't know what else to say)
Nothing really stayed the same
(Nothing really stayed the same)

Pack up all that remains
Dust settles on the frame
Picture began to fade
Take your things and...
Pack up all that remains
Dust settles on the frame
Picture began to fade
Please don't get too close
Everything must go

Bend and break
What's left to take?
No, I don't know what else to say
(I don't know what else to say)
Nothing really stayed the same
(Nothing really stayed the same)
Bend and break
(We bend and then we break)
What's left to take?
I don't know what else to say
(I don't know what else to say)
Nothing really stayed the same
(Nothing really, nothing really stayed the same)

Pack up all that remains
(Did our best to keep the lights on)
Dust settles on the frame
(But our love was way past due)
Picture began to fade
(Half of me is on the front lawn)
Take your things and...
(Other half I left to you)
Pack up all that remains
(Did our best to keep the lights on)
Dust settles on the frame
(But our love was way past due)
Picture began to fade
(Half of me is on the front lawn)
Please don't get too close
(Other half I left to you)
Everything must go

Tell no, tell nobody
Tell no, tell nobody
Take your things and go
"
"""Handa, Awit""",Moira Dela Torre,"""Patawad""","

Sa wakas, nahanap din kita
Ilang taon narin akong paikotikot sa bakurang ito
Nabaligtad ko na ang lahat ng mga bato
Nahawi ko na ang bawat piraso ng damo
Hinalughog ko na ang langit at lupa para sa nawawalang kapiraso ng aking dibdib
Ang buto Na kukumpleto sa balangkas ng imahe ng pagibig
Sa panaginip, sinundan ko ang mga iniwan mong bakas
At sa pagbukas ng aking mga mata
Sa wakas nahanap din kita
Totoo pala yung mga kwento nila
Naalala ko sabi nila sakin, kapag natagpuan mo na daw ang hinahanap mo
At bumaligtad ang iyong sikmura
Nanghina ang mga tuhod mo
Bumilis ng tibok ang puso mo
At hindi mo mapigilan ang nginig sa iyong mga kamay
Nagkakamali ka
Hindi siya ang hinahanap mo
Dahil kapag nahanap mo na daw tinadhana sayo ng kalawakan
Sabi nila Kasabay mong matatagpuan ang kapayapaan
Ang lubag ng loob
Ang kalma
Na parang bago pa magtagpo ang ating mga katawan
Matagal na itong pinlano ng ating mga kaluluwa
Na minsan, hindi tayo magkasya sa isang dibdib
Kaya't pinaghiwalay tayo ng may likha
Para balang araw kapag naikot ko na ng sapat na beses
Ang mga pader sa pagitan nating dalawa
Ang mga ito ay tutumba
At sa wakas, kapag humupa na ang sigwa
Matatagpuan din kita
At natagpuan nga kita
Sana hindi ako nagkamali
Dahil minsan na akong naging bala ng tirador
Na hinawakan ng mahigpit
At hinatak papalapit
Para lamang bitiwan at palayain
Iwang lumilipad sa hangin
Hindi ko alam kung saan ako babagsak
Pero dinala ako ng tadhana sa bakurang ito
At naniniwala akong lahat ng bagay ay may dahilan
Dahil naniniwala ako sa Kanya
Sa may hawak ng tirador na pumuksa
Ng mga higante sa aking dibdib
Noong mga panahong wala pang lakas ang aking mga bisig
Pero ngayon, masasabi kong handa na ako
Handa na akong muling sumugal
Handa na akong muling magmahal
Handa na akong lumabas sa aking bangka
Kahit ilang beses na akong nagtangka at lumubog
At nalunod sa kasinungalingan na ang pag-asa
Ay isang pantasya na binubulag ako sa katotohanan
Alam kong ang katotohanang andito ka ngayon
Sa aking harapan ay hindi ko kagagawan
Pero sa wakas nahanap din kita
Dahil, ngayon handa na ako
At ang tanging panalangin na isinisigaw ko sa hangin
Ay sana ikaw rin
Handa ka na ba?
"
"""Kita Na Kita""",Moira Dela Torre,"""Patawad""","

Una kitang nasilayan, di kita nakita
Lumampas ng tingin
Kung nagsasalita lang ang hangin
'Di nag dal'wang isip
Agad ka sanang napansin

Kita na kita
Pasensya ngayon lamang
Isang saglit lang ba'ng tagpuan ang mababalikan?

Sa isang iglap ay nabitawan
Lahat ng kinatakutan
Nung tumingin ka sa akin
Pangalawang pagkakataon sana
Pero 'di natin nakita
Nanakawan ng saglit

Kita na kita
Pasensya ngayon lamang
Isang saglit lang ba'ng tagpuan ang mababalikan?
Kung kelan nandyan na
Dun ka pa lumisan
Isang saglit lang ba'ng tagpuan ang mababalikan?

Pangatlo, pang-pito, pangsampung pagkakataon
Ngunit isang saglit lang ang kinailangan ko
Upang maintindihan ikaw ang hinahanap ko
Isa, dalawa, tatlo

Kita na kita
Pasensya ngayon lamang
Isang saglit lang ba'ng tagpuan ang mababalikan?
Kahit wala ka na
Ikaw parin ang hanap
Isang saglit na habang buhay ang mababalikan
"
"""Ang Iwasan""",Moira Dela Torre,"""Patawad""","

Saan ba titingin pag nandyan ka na
Magkukunwari nanaman bang di kita kilala
O pwede bang
Kahit isang sulyap manlang

Pipikit nalang ba o magkukunwaring
Di ako nasasaktan pag di mo pinapansin
O iiwas nalang ulit
Di naman matago ang sakit

Kaya patawad
Kung lalayo na muna
Di pa kase kayang
Makita ka

Pano bang burahin ating ala-ala
At tuluyang palayain ang akalang tadhana
O saan ba nag simula
Kung tago ating pagkawala

Kaya patawad
Kung lalayo na muna
Di pa kase kayang
Makita ka

Makita kang masaya
Habang ako'y di makalaya
Mahal, patawad
Kung mahal parin kita

Oooohhh

Nakikita kita kahit pa nakapikit
Kailangan bang mahirap, o ang sakit sakit
Nakikita kita pero titikom muna ang bibig
At baka may masabing di mo pwedeng marinig

Kaya patawad kung mahal parin kita
Kahit nalaman, na may mahal ka nang iba
"
"""Pahinga""",Moira Dela Torre,"""Patawad""","

Parang kailan lang nang tayo'y
Magkapalitan ng pangako
Na kahit magkahiwalay 'di tayo
Susubok ng bago

Sabi mo pa nga
""Walang pintong isasara
Hindi ito wakas bagkus ito ay pahinga""
Ngunit ano itong nakita
Na may kayakap kang iba?
Yan ba ang ibig mong sabihin sa pahinga?

Sumasakit ang dibdib ko
Tumawag kayo ng ambulansya
Hindi ko na kaya 'to
Sobra ka na
Ipipikit man ang mata
Tanging ikaw ang nakikita
Anong kalokohan to?
Sige, sakanya ka na

Bakit naman kung kailan pa
Handa na 'kong muling sumabak
Sa bagong kabanata natin ay
Saka ka mang-aahas

Sabi ko na nga
Walang akong mapapala
Kung di rin lang wagas
'Wag na muling itulak pa
Kaya't ngayong aking nakita
At di mo na makakaila
Itong pinto sa puso ko'y isasara

Sumasakit ang dibdib ko
Tumawag kayo ng ambulansya
Hindi ko na kaya 'to
Sobra ka na
Ipipikit man ang mata
Tanging ikaw ang nakikita
Anong kalokohan to?
Sige, sakanya ka na

Kung bumalik ka man
Wala ka nang madadatnan
Ito na ang wakas para sa ating dalawa
At sana ay iyong makita
Kapag kayakap mo na siya
Mali ang ibig mong sabihin sa ""pahinga""
"
"""Ikaw Pa Rin""",Moira Dela Torre,"""Patawad""","

Alam kong ako yung lumayo
Walang karapatang magreklamo
Ngunit bumabalik pa rin
Ang nakaraang parang kahapon
Paumanhin
'Di ko sinadya
Na lumisan na lang

Kung papayagan mong tayo'y bumalik
Sa huling tagpuan natin
'Di papalampasin ang pagkakataong sabihing
""Pagtapos ng lahat, ikaw pa rin
Lumisan ang lahat, ikaw pa rin""

Alam kong nagkulang sa iyo
Sana patawarin kung natakot
Paano magpakalayo
Kung ang pag-ibig ko'y 'di maitago
Paumanhin
'Di ko magawang
Kalimutan na nalang

Kung papayagan mong tayo'y bumalik
Sa huling tagpuan natin
'Di papalampasin ang pagkakataong sabihing
Pagtapos ng lahat, ikaw pa rin
Kita ko pa sa'yong mga mata
May pag-asa pa tayong dalawa
At kung sa huli, 'di rin maibalik
Patawarin sana

Kung papayagan mong ikaw ay mahalin
Mula sa tagpuan natin
'Di papalampasin ang pagkakataong sabihing
Lumisan ang lahat, ikaw pa rin
Kahit sa paalam, ikaw pa rin
"
"""Sabi Ng Lola""",Moira Dela Torre,"""Patawad""","

Sabi ng lola
Wag sumuko Kahit ubos na
Dahil ang bagyo'y natatapos
Pero ang pagasa hanggang sa dulo
O sabi ng lola
Wag papatol sa panghuhusga
Kahit hindi ka, paniwalaan
Basta't alam mo ang katotohanan

Ang dami na nangyari
Sana maisip mo ako
Lahat ng pinayo
Naging gabay sa puso ko

Sabi ng lola
Apo, ikaw ang aking tagumpay
Kaya wag sayangin ang iyong buhay
Wag isuko sa kaaway
Balang araw, pagbibigyan pa
At mayayakap kang muli
Muling maging bata
Na maligaya sa'yong piling

""At kahit nasasaktan ka
Wag mong itigil ang kantaâ¦
Pagkat ang iyong storya
Ay nagbibigay ng pag-asa""
"
"""E.D.S.A. (Emosyong Dinaan Sa Awit)""",Moira Dela Torre,"""Patawad""","

O, kay tagal na
Kong nag-aantay
Kahit malayo
Na ang nilakbay
Nandirito parin ako hanggang ngayon
Bitag ng lahat ng emosyon
Paano nga ba kumawala?

Paano lumaban kung suko ka na?
Paano umibig kung ayaw mo na?
Ika'y nanatili sa aking tabi
At pinaalala mo saaking
Nandito ka parin

Nakipaglaban
Sa bawat hakbang
Nagpapanggap na
Ako'y matapang
Naalala ang mga nakaraan
Lahat ng mga natalong laban
Ang pagsisisi, tinanggal (Mo) sa huli

Paano lumaban kung suko ka na?
Paano umibig kung ayaw mo na?
Ika'y nanatili sa aking tabi
At pinaalala mo saaking
Nandito ka parin

At kahit maling nadaanan
Hindi mo iniwan
At ako'y pinaglaban
Lahat man ay naglaho
Tinupad ang pangakong
Hinding hindi ka magbabago
Mahirap lumaban pag suko ka na
Ako'y 'yong inibig kahit nasaktan kita
Ikay'y nanatili sa aking tabi at
Pinaalala mo sa akin
Ako'y sa'yo parin
"
"""Patawad, Paalam""",Moira Dela Torre,"""Patawad""","

Nakatulong ba nung lumayo ako
'Di ba 'yon naman ang 'yong ginusto
Simula pa no'n, kahit hanggang ngayon
Lahat ng daan ay pabalik sa'yo

Balang araw ay makikita mong
'Di kailangan lumayo
Kung paglisan lang ang paraan
Patawad
Paalam
Kahit nasa'n ka man

Nariyan pa ba ang pinangarap ko
Na aking tinalikuran para mabuo
Bakit ganon kahit sa'n lumingon
Lahat ng daan ay pabalik sa'yo

Balang araw ay makikita mong
'Di kailangan lumayo
Kung paglisan lang ang paraan
Patawad
Paalam
Kahit nasa'n ka man

Oooh oooh oooh

Nahanap nga sarili mo
Nawala naman ako
Masisisi mo pa ba
Kung ako'y susuko na

Hindi mo man mapakinggan
Ang aking mga dahilan
Maitatanggi mo bang
Mahal na mahal kita

Sa aking paglayag
Tiyak ika'y masasaktan
Hangad ko'y maintindihan
'Di maintindihan

Na sa tamang panahon
Hinding-hindi na iiwan
Kung 'yong pagbibigyan muli
'Di kayang pagbigyan muli
Kahit anong gawin
'Di na mababalik ang dati

Paalam, salamat
Salamat sa lahat

Balang araw ay makikita mo
'Di na/ka sana lumayo
Kung paglisan lang ang dahilan
Sa ating hangganan
Ikaw pa rin sana
"
"""Paalam""",Moira Dela Torre,"""Patawad""","

Pag-asa nasaan ka
Ba't sumama sa paglisan niya
Kung babawiin ang mga nasabi
Babalik ba sa'king tabi?

Ohhh...
Ohhh...

Saan ba magsisimula
Kung ako'y umaasa pa
Naniniwala sa'yong pangako
Na hinding-hindi susuko

Ba't 'di man lang nagpaalam
O 'di lang ikaw yung nasaktan
Hindi pa ba sapat
Nung binigay ko ang lahat
Paalam

Pagbigyan ang aking tugon
'Wag iwan sa imahinasyon
Kahit na huling sulyap na lamang
Malaman lang na 'di nagkulang

Ba't 'di man lang nagpaalam
O 'di lang ikaw yung nasaktan
Hindi pa ba sapat
Nung binigay ko ang lahat

Ba't 'di man lang pinaalam
O 'di lang ikaw yung nasaktan
Hindi pa ba sapat
Nung binigay ko ang lahat
Paalam
Paalam
Paalam
Paalam

Paalam
Sa ating nakaraan
Paalam
Sa mga pinagsisihan
Paalam
Sa aking nadarama
Paalam
Kaya ko na ng wala ka

Paalam
Sa naging pagmamahalan
Paalam
Sa mga pangakong naiwanan
Paalam
Wala na 'kong pagsisisihan
At sa wakas ay kakalimutan

At kahit 'di nagpaalam
'Di bale na kung nasaktan
Ika'y naging sapat
Kahit tinapon ang lahat
Paalam
"
"""Patawad""",Moira Dela Torre,"""Patawad""","

Paano nalimutan ang lahat
Na kahit konti, walang pasabi
Paano nalimutang banggitin
Na nagbago pala ang pagtingin

Ooh
Ooh

Wala na rin naman kahit na balikan
Wala na ang tamis nung ika'y nahagkan
At sa huling paalam naintindihan
Na sa ating dalawa
May ibang nakalaan

Paanong burahin ang sandaling
Naiguhit sa panaginip
At kung sa pag gising ikaw pa rin
Ang nasa isip, hindi maitanggi

Ooh
Ooh

Wala na rin naman kahit na balikan
Wala na ang tamis nung ika'y nahagkan
At sa huling paalam naintindihan
Na sa ating dalawa
May ibang nakalaan

Patawad
Paalam
Patawad paalam

Patawad kung ikaw ay aking nasaktan
Hindi ko nabigay ang iyong kailangan
At ang huling pangakong maibibigay
Na sa ating dalawa
Ay wala nang sisihan
Patawad paalam
Sating nakaraan
"
